Item Name,Count,Last Updated,Worlds
General-purpose Pastel Purple Dye,5,2025-04-07 11:44 AM,"Diabolos, Adamantoise, Hyperion, Famfrit, Excalibur"
Grade 1 Gemsap of Strength,5,2025-04-07 11:43 AM,"Balmung, Coeurl, Malboro, Mateus, Sargatanas"
Grade 3 Gemsap of Mind,5,2025-04-07 11:38 AM,"Diabolos, Leviathan, Midgardsormr, Sargatanas, Gilgamesh"
Grade 3 Gemsap of Strength,5,2025-04-07 11:44 AM,"Malboro, Jenova, Exodus, Sargatanas, Gilgamesh"
Ice Crystal,5,2025-04-07 11:42 AM,"Zalera, Jenova, Faerie, Cactuar, Gilgamesh"
Ice Shard,5,2025-04-07 11:42 AM,"Zalera, Leviathan, Jenova, Siren, Cactuar"
Lar Ingot,5,2025-04-07 11:43 AM,"Mateus, Siren, Cactuar, Lamia, Gilgamesh"
Levinsilk,5,2025-04-07 11:44 AM,"Balmung, Diabolos, Mateus, Exodus, Siren"
Lightning Cluster,5,2025-04-07 11:45 AM,"Zalera, Jenova, Cactuar, Sargatanas, Gilgamesh"
Lightning Crystal,5,2025-04-07 11:42 AM,"Zalera, Jenova, Cactuar, Sargatanas, Gilgamesh"
Mountain Linen,5,2025-04-07 11:43 AM,"Balmung, Mateus, Adamantoise, Faerie, Cactuar"
Ophiotauros Leather,5,2025-04-07 11:45 AM,"Coeurl, Diabolos, Goblin, Hyperion, Sargatanas"
Pearl Grass,5,2025-04-07 11:44 AM,"Coeurl, Diabolos, Goblin, Cactuar, Sargatanas"
Purussaurus Leather,5,2025-04-07 11:42 AM,"Leviathan, Faerie, Siren, Famfrit, Excalibur"
Quickarm Materia XII,5,2025-04-07 11:45 AM,"Balmung, Mateus, Zalera, Adamantoise, Cactuar"
Rose Gold Nugget,5,2025-04-07 11:43 AM,"Hyperion, Midgardsormr, Cactuar, Excalibur, Sargatanas"
Rroneek Chuck,5,2025-04-07 11:45 AM,"Coeurl, Malboro, Mateus, Cactuar, Excalibur"
Scarlet Moko Cloth,5,2025-04-07 11:42 AM,"Brynhildr, Adamantoise, Hyperion, Ultros, Sargatanas"
Shaaloani Coffee,5,2025-04-07 11:44 AM,"Balmung, Jenova, Exodus, Cactuar, Gilgamesh"
Shark-class Bow,5,2025-04-07 11:44 AM,"Adamantoise, Jenova, Midgardsormr, Faerie, Sargatanas"
Shark-class Bridge,5,2025-04-07 11:44 AM,"Adamantoise, Jenova, Midgardsormr, Faerie, Sargatanas"
Shark-class Pressure Hull,5,2025-04-07 11:44 AM,"Adamantoise, Jenova, Midgardsormr, Faerie, Sargatanas"
Sterling Silver Ingot,5,2025-04-07 11:43 AM,"Malboro, Mateus, Midgardsormr, Ultros, Excalibur"
Sweet Maple Mate,5,2025-04-07 11:45 AM,"Diabolos, Mateus, Behemoth, Excalibur, Gilgamesh"
Titanium Gold Ore,5,2025-04-07 11:44 AM,"Hyperion, Behemoth, Exodus, Cactuar, Famfrit"
Ut'ohmu Tomato,5,2025-04-07 11:44 AM,"Mateus, Exodus, Siren, Excalibur, Sargatanas"
Wind Parsley,5,2025-04-07 11:42 AM,"Zalera, Jenova, Midgardsormr, Siren, Cactuar"
Alien Onion,4,2025-04-07 11:42 AM,"Diabolos, Cactuar, Hyperion, Famfrit"
Alpaca Fillet,4,2025-04-07 11:39 AM,"Coeurl, Sargatanas, Siren, Famfrit"
Back to the Drawing Board Orchestrion Roll,4,2025-04-07 11:45 AM,"Coeurl, Excalibur, Hyperion, Ultros"
Barreltender Whistle,4,2025-04-07 11:41 AM,"Balmung, Malboro, Leviathan, Cactuar"
Black Star Earrings of Crafting,4,2025-04-07 11:40 AM,"Coeurl, Zalera, Hyperion, Ultros"
Blade of Sanctifying Light,4,2025-04-07 11:44 AM,"Balmung, Mateus, Jenova, Famfrit"
Boar Leather,4,2025-04-07 11:45 AM,"Sargatanas, Adamantoise, Cactuar, Leviathan"
Br'aax Leather,4,2025-04-07 11:41 AM,"Coeurl, Diabolos, Mateus, Zalera"
Ceremonial Pelta,4,2025-04-07 11:43 AM,"Brynhildr, Balmung, Midgardsormr, Gilgamesh"
Corduroy Felt,4,2025-04-07 11:40 AM,"Coeurl, Zalera, Sargatanas, Famfrit"
Craftsman's Command Materia IX,4,2025-04-07 11:44 AM,"Diabolos, Goblin, Behemoth, Adamantoise"
Craftsman's Competence Materia IX,4,2025-04-07 11:44 AM,"Diabolos, Goblin, Ultros, Famfrit"
Craftsman's Competence Materia X,4,2025-04-07 11:44 AM,"Goblin, Behemoth, Adamantoise, Ultros"
Craftsman's Cunning Materia V,4,2025-04-07 11:44 AM,"Goblin, Lamia, Behemoth, Famfrit"
Cunning Craftsman's Tisane,4,2025-04-07 11:44 AM,"Excalibur, Gilgamesh, Adamantoise, Exodus"
Dark Rye,4,2025-04-07 11:43 AM,"Brynhildr, Behemoth, Siren, Exodus"
Dark Rye Flour,4,2025-04-07 11:39 AM,"Malboro, Mateus, Excalibur, Behemoth"
Dwarven Cotton,4,2025-04-07 11:44 AM,"Midgardsormr, Adamantoise, Cactuar, Famfrit"
Earth Cluster,4,2025-04-07 11:41 AM,"Zalera, Gilgamesh, Cactuar, Jenova"
Fire Cluster,4,2025-04-07 11:42 AM,"Zalera, Gilgamesh, Cactuar, Jenova"
Gaja Leather,4,2025-04-07 11:45 AM,"Balmung, Diabolos, Malboro, Mateus"
Gargantua Leather,4,2025-04-07 11:45 AM,"Excalibur, Leviathan, Siren, Famfrit"
Gatherer's Grasp Materia XI,4,2025-04-07 11:45 AM,"Balmung, Gilgamesh, Jenova, Behemoth"
Gatherer's Grasp Materia XII,4,2025-04-07 11:42 AM,"Mateus, Excalibur, Gilgamesh, Behemoth"
Gatherer's Guile Materia IX,4,2025-04-07 11:45 AM,"Balmung, Goblin, Malboro, Behemoth"
Gatherer's Guile Materia XII,4,2025-04-07 11:45 AM,"Balmung, Excalibur, Behemoth, Ultros"
Gazelle Leather,4,2025-04-07 11:45 AM,"Diabolos, Malboro, Mateus, Hyperion"
Ghost Nipper,4,2025-04-07 11:43 AM,"Balmung, Excalibur, Sargatanas, Siren"
Gold Ingot,4,2025-04-07 11:44 AM,"Mateus, Zalera, Midgardsormr, Leviathan"
Gomphotherium Leather,4,2025-04-07 11:43 AM,"Coeurl, Diabolos, Gilgamesh, Hyperion"
Grade 3 Gemdraught of Intelligence,4,2025-04-07 11:43 AM,"Goblin, Midgardsormr, Jenova, Exodus"
Grade 3 Thanalan Topsoil,4,2025-04-07 11:43 AM,"Goblin, Lamia, Adamantoise, Siren"
Grassy Rug,4,2025-04-07 11:43 AM,"Zalera, Behemoth, Hyperion, Famfrit"
Hammerhead Crocodile Leather,4,2025-04-07 11:41 AM,"Malboro, Mateus, Excalibur, Famfrit"
Hardened Sap,4,2025-04-07 11:43 AM,"Diabolos, Malboro, Mateus, Midgardsormr"
Harmonite Ore,4,2025-04-07 11:43 AM,"Brynhildr, Gilgamesh, Jenova, Exodus"
Ice Cluster,4,2025-04-07 11:41 AM,"Zalera, Gilgamesh, Cactuar, Jenova"
Iron Ore,4,2025-04-07 11:43 AM,"Malboro, Excalibur, Sargatanas, Leviathan"
Kozama'uka Chamomile,4,2025-04-07 11:43 AM,"Balmung, Diabolos, Midgardsormr, Famfrit"
Lemonette,4,2025-04-07 11:44 AM,"Diabolos, Siren, Hyperion, Exodus"
Lightning Shard,4,2025-04-07 11:42 AM,"Zalera, Siren, Cactuar, Jenova"
Modern Aesthetics - Doing the Wave,4,2025-04-07 11:43 AM,"Coeurl, Excalibur, Faerie, Jenova"
Molybdenum Ingot,4,2025-04-07 11:44 AM,"Diabolos, Malboro, Mateus, Behemoth"
Mount Token,4,2025-04-07 11:40 AM,"Balmung, Excalibur, Sargatanas, Cactuar"
Mythloam Aethersand,4,2025-04-07 11:44 AM,"Zalera, Lamia, Faerie, Jenova"
Mythrite Sand,4,2025-04-07 11:38 AM,"Goblin, Malboro, Zalera, Famfrit"
Mythroot Aethersand,4,2025-04-07 11:43 AM,"Brynhildr, Balmung, Gilgamesh, Jenova"
Neon Street Shoes,4,2025-04-07 11:43 AM,"Mateus, Excalibur, Sargatanas, Ultros"
Octahedrite Nugget,4,2025-04-07 11:43 AM,"Diabolos, Gilgamesh, Adamantoise, Behemoth"
Optical Nanofiber,4,2025-04-07 11:43 AM,"Excalibur, Gilgamesh, Siren, Exodus"
Pearl White Dye,4,2025-04-07 11:45 AM,"Balmung, Mateus, Adamantoise, Faerie"
Peppermint,4,2025-04-07 11:44 AM,"Diabolos, Goblin, Famfrit, Exodus"
Queso Fresco,4,2025-04-07 11:43 AM,"Excalibur, Famfrit, Cactuar, Exodus"
Raw Ihuykanite,4,2025-04-07 11:43 AM,"Midgardsormr, Sargatanas, Hyperion, Ultros"
Retainer Fantasia,4,2025-04-07 11:42 AM,"Balmung, Midgardsormr, Hyperion, Famfrit"
Rhodium Ingot,4,2025-04-07 11:41 AM,"Zalera, Excalibur, Behemoth, Famfrit"
Sarcenet Cloth,4,2025-04-07 11:43 AM,"Diabolos, Gilgamesh, Cactuar, Exodus"
Savage Aim Materia V,4,2025-04-07 11:44 AM,"Goblin, Behemoth, Faerie, Leviathan"
Snow Cotton Cloth,4,2025-04-07 11:42 AM,"Malboro, Zalera, Excalibur, Exodus"
Solterito,4,2025-04-07 11:41 AM,"Brynhildr, Goblin, Siren, Exodus"
Steel Ingot,4,2025-04-07 11:44 AM,"Excalibur, Leviathan, Famfrit, Exodus"
Stormsap,4,2025-04-07 11:43 AM,"Coeurl, Malboro, Hyperion, Famfrit"
Sungold Firesand,4,2025-04-07 11:42 AM,"Diabolos, Mateus, Excalibur, Hyperion"
Tsai tou Vounou,4,2025-04-07 11:45 AM,"Excalibur, Sargatanas, Faerie, Hyperion"
Vampire Vine Sap,4,2025-04-07 11:40 AM,"Coeurl, Diabolos, Malboro, Leviathan"
Walnut Lumber,4,2025-04-07 11:44 AM,"Diabolos, Goblin, Excalibur, Lamia"
Water Shard,4,2025-04-07 11:42 AM,"Zalera, Siren, Cactuar, Jenova"
Wind Cluster,4,2025-04-07 11:41 AM,"Zalera, Gilgamesh, Cactuar, Jenova"
Wind Shard,4,2025-04-07 11:42 AM,"Zalera, Siren, Cactuar, Jenova"
AR-Caean Cotton Boll,3,2025-04-07 11:40 AM,"Diabolos, Mateus, Famfrit"
AR-Caean Velvet,3,2025-04-07 11:44 AM,"Balmung, Zalera, Hyperion"
Aldgoat Leather,3,2025-04-07 11:38 AM,"Behemoth, Cactuar, Famfrit"
Alexandrian Plate,3,2025-04-07 11:43 AM,"Excalibur, Behemoth, Exodus"
Allagan Catalyst,3,2025-04-07 11:44 AM,"Diabolos, Malboro, Hyperion"
Ametrine Choker of Aiming,3,2025-04-07 11:41 AM,"Brynhildr, Diabolos, Goblin"
Annite,3,2025-04-07 11:39 AM,"Diabolos, Excalibur, Lamia"
Annite Whetstone,3,2025-04-07 11:41 AM,"Balmung, Adamantoise, Ultros"
Antique Leather,3,2025-04-07 11:37 AM,"Malboro, Leviathan, Cactuar"
Approved Grade 4 Skybuilders' Electrum Ore,3,2025-04-07 11:44 AM,"Coeurl, Famfrit, Exodus"
Approved Grade 4 Skybuilders' Switch,3,2025-04-07 11:43 AM,"Zalera, Sargatanas, Exodus"
Battlecraft Demimateria III,3,2025-04-07 11:44 AM,"Zalera, Behemoth, Hyperion"
Bicolor Gemstone Voucher,3,2025-04-07 11:40 AM,"Balmung, Hyperion, Ultros"
Bismuth Ore,3,2025-04-07 11:38 AM,"Gilgamesh, Hyperion, Famfrit"
Black Star Bracelets of Crafting,3,2025-04-07 11:42 AM,"Coeurl, Zalera, Hyperion"
Black Star Ring of Crafting,3,2025-04-07 11:42 AM,"Coeurl, Zalera, Hyperion"
Black Star Scarf of Crafting,3,2025-04-07 11:41 AM,"Coeurl, Zalera, Hyperion"
Bomb Ash,3,2025-04-07 11:42 AM,"Coeurl, Excalibur, Leviathan"
Botanical Loft,3,2025-04-07 11:43 AM,"Zalera, Leviathan, Famfrit"
Bouncer's Slacks,3,2025-04-07 11:43 AM,"Lamia, Ultros, Famfrit"
Bouncer's Vest,3,2025-04-07 11:43 AM,"Diabolos, Ultros, Famfrit"
Br'aax Hide,3,2025-04-07 11:44 AM,"Mateus, Adamantoise, Cactuar"
Broccoli,3,2025-04-07 11:42 AM,"Diabolos, Cactuar, Exodus"
Cactuar Jig,3,2025-04-07 11:42 AM,"Goblin, Sargatanas, Cactuar"
Cashmere Cloth,3,2025-04-07 11:44 AM,"Midgardsormr, Leviathan, Famfrit"
Ceiba Log,3,2025-04-07 11:44 AM,"Mateus, Lamia, Cactuar"
Ceremonial Sainti,3,2025-04-07 11:42 AM,"Coeurl, Lamia, Midgardsormr"
Ceremonial War Scythe,3,2025-04-07 11:42 AM,"Midgardsormr, Jenova, Ultros"
Chocobo Feather,3,2025-04-07 11:44 AM,"Diabolos, Excalibur, Ultros"
Chondrite Ingot,3,2025-04-07 11:41 AM,"Lamia, Midgardsormr, Hyperion"
Cloudsail,3,2025-04-07 11:41 AM,"Balmung, Goblin, Malboro"
Cobalt Ore,3,2025-04-07 11:43 AM,"Goblin, Mateus, Famfrit"
Cobalt Tungsten Ingot,3,2025-04-07 11:40 AM,"Coeurl, Malboro, Famfrit"
Coke,3,2025-04-07 11:44 AM,"Mateus, Hyperion, Famfrit"
Conditional Virtue,3,2025-04-07 11:41 AM,"Sargatanas, Gilgamesh, Siren"
Construct VI-S Core,3,2025-04-07 11:45 AM,"Brynhildr, Diabolos, Leviathan"
Craftsman's Command Materia VII,3,2025-04-07 11:42 AM,"Adamantoise, Hyperion, Ultros"
Craftsman's Command Materia VIII,3,2025-04-07 11:45 AM,"Gilgamesh, Adamantoise, Hyperion"
Craftsman's Cunning Materia VII,3,2025-04-07 11:45 AM,"Zalera, Behemoth, Hyperion"
Craftsman's Cunning Materia XII,3,2025-04-07 11:43 AM,"Excalibur, Adamantoise, Ultros"
Crystal of Divine Light,3,2025-04-07 11:43 AM,"Malboro, Lamia, Famfrit"
Dark Hempen Cloth,3,2025-04-07 11:41 AM,"Lamia, Sargatanas, Gilgamesh"
Dark Mahogany Lumber,3,2025-04-07 11:41 AM,"Excalibur, Gilgamesh, Siren"
Darksteel Nugget,3,2025-04-07 11:44 AM,"Sargatanas, Adamantoise, Cactuar"
Decorative Hingan Door,3,2025-04-07 11:43 AM,"Balmung, Goblin, Mateus"
Dhalmel Leather,3,2025-04-07 11:42 AM,"Midgardsormr, Gilgamesh, Hyperion"
Dodo Horn,3,2025-04-07 11:44 AM,"Brynhildr, Zalera, Leviathan"
Dragon Pepper,3,2025-04-07 11:44 AM,"Sargatanas, Gilgamesh, Exodus"
Dragoon Blue Dye,3,2025-04-07 11:44 AM,"Balmung, Mateus, Lamia"
Dynamis Crystal,3,2025-04-07 11:44 AM,"Diabolos, Mateus, Jenova"
Earth Shard,3,2025-04-07 11:39 AM,"Zalera, Siren, Jenova"
Eblan Alumen,3,2025-04-07 11:43 AM,"Goblin, Mateus, Ultros"
Eikon Mythrite,3,2025-04-07 11:42 AM,"Diabolos, Goblin, Zalera"
Enchanted Dimythrite Ink,3,2025-04-07 11:44 AM,"Malboro, Mateus, Zalera"
Enchanted Hardsilver Ink,3,2025-04-07 11:44 AM,"Brynhildr, Hyperion, Jenova"
Eucalyptus,3,2025-04-07 11:44 AM,"Midgardsormr, Cactuar, Exodus"
Everseeker's Armguards of Crafting,3,2025-04-07 11:40 AM,"Coeurl, Diabolos, Zalera"
Everseeker's Fishing Rod,3,2025-04-07 11:35 AM,"Excalibur, Sargatanas, Siren"
Everseeker's Garden Scythe,3,2025-04-07 11:42 AM,"Coeurl, Excalibur, Adamantoise"
Everseeker's Goggles of Gathering,3,2025-04-07 11:43 AM,"Brynhildr, Diabolos, Siren"
Everseeker's Slops of Crafting,3,2025-04-07 11:40 AM,"Coeurl, Diabolos, Zalera"
Everseeker's Spinning Wheel,3,2025-04-07 11:42 AM,"Brynhildr, Hyperion, Ultros"
Everseeker's Top of Crafting,3,2025-04-07 11:42 AM,"Coeurl, Diabolos, Lamia"
Everseeker's Workboots of Crafting,3,2025-04-07 11:40 AM,"Coeurl, Diabolos, Zalera"
Fighting Ring,3,2025-04-07 11:44 AM,"Coeurl, Zalera, Ultros"
Gargantua Hide,3,2025-04-07 11:42 AM,"Diabolos, Zalera, Siren"
Gatherer's Grasp Materia III,3,2025-04-07 11:44 AM,"Goblin, Lamia, Adamantoise"
Gatherer's Guerdon Materia II,3,2025-04-07 11:44 AM,"Zalera, Lamia, Jenova"
Gatherer's Guerdon Materia IX,3,2025-04-07 11:40 AM,"Malboro, Behemoth, Famfrit"
General-purpose Metallic Blue Dye,3,2025-04-07 11:44 AM,"Diabolos, Hyperion, Famfrit"
General-purpose Pure White Dye,3,2025-04-07 11:43 AM,"Balmung, Zalera, Siren"
Ginseng Log,3,2025-04-07 11:41 AM,"Excalibur, Sargatanas, Famfrit"
Ginseng Lumber,3,2025-04-07 11:41 AM,"Mateus, Zalera, Lamia"
Glamour Prism,3,2025-04-07 11:43 AM,"Balmung, Lamia, Midgardsormr"
Grade 1 Gemdraught of Dexterity,3,2025-04-07 11:41 AM,"Excalibur, Lamia, Cactuar"
Grade 2 Gemdraught of Dexterity,3,2025-04-07 11:45 AM,"Brynhildr, Sargatanas, Adamantoise"
Grade 2 Gemdraught of Mind,3,2025-04-07 11:44 AM,"Sargatanas, Siren, Jenova"
Grade 5 Dexterity Alkahest,3,2025-04-07 11:43 AM,"Brynhildr, Sargatanas, Famfrit"
Grade 5 Strength Alkahest,3,2025-04-07 11:42 AM,"Malboro, Mateus, Sargatanas"
Grade 5 Tincture of Intelligence,3,2025-04-07 11:45 AM,"Diabolos, Gilgamesh, Faerie"
Gunmetal Black Dye,3,2025-04-07 11:45 AM,"Balmung, Mateus, Adamantoise"
Harbor Herring,3,2025-04-07 11:41 AM,"Brynhildr, Goblin, Famfrit"
Heavens' Eye Materia IX,3,2025-04-07 11:40 AM,"Brynhildr, Goblin, Mateus"
High Durium Ingot,3,2025-04-07 11:41 AM,"Brynhildr, Malboro, Lamia"
Immutable Solution,3,2025-04-07 11:44 AM,"Zalera, Lamia, Ultros"
Ipe Log,3,2025-04-07 11:44 AM,"Mateus, Adamantoise, Faerie"
Ipe Lumber,3,2025-04-07 11:42 AM,"Diabolos, Ultros, Famfrit"
Iron Ingot,3,2025-04-07 11:41 AM,"Diabolos, Midgardsormr, Exodus"
Kudzu Root,3,2025-04-07 11:44 AM,"Mateus, Excalibur, Exodus"
Kumbhira Leather,3,2025-04-07 11:44 AM,"Goblin, Sargatanas, Hyperion"
Loam Brown Dye,3,2025-04-07 11:44 AM,"Brynhildr, Siren, Jenova"
Lunar Adamantite Ingot,3,2025-04-07 11:34 AM,"Zalera, Lamia, Famfrit"
Luncheon Toadskin Thighboots of Aiming,3,2025-04-07 11:43 AM,"Coeurl, Malboro, Zalera"
Magicked Bed,3,2025-04-07 11:45 AM,"Brynhildr, Faerie, Leviathan"
Magicked Children's Bed,3,2025-04-07 11:41 AM,"Balmung, Faerie, Leviathan"
Manganese Ingot,3,2025-04-07 11:39 AM,"Excalibur, Sargatanas, Adamantoise"
Megamaguey Pineapple,3,2025-04-07 11:40 AM,"Sargatanas, Faerie, Cactuar"
Mineral Water,3,2025-04-07 11:41 AM,"Midgardsormr, Famfrit, Exodus"
Moon Gel,3,2025-04-07 11:44 AM,"Lamia, Adamantoise, Hyperion"
Moonlight Aethersand,3,2025-04-07 11:42 AM,"Malboro, Midgardsormr, Sargatanas"
Moqueca,3,2025-04-07 11:43 AM,"Lamia, Midgardsormr, Sargatanas"
Mountain Chromite Blade,3,2025-04-07 11:44 AM,"Malboro, Sargatanas, Cactuar"
Mountain Chromite Ingot,3,2025-04-07 11:44 AM,"Lamia, Gilgamesh, Siren"
Mountain Flax,3,2025-04-07 11:42 AM,"Faerie, Siren, Famfrit"
Mountain Salt,3,2025-04-07 11:37 AM,"Malboro, Gilgamesh, Behemoth"
Mythril Plate,3,2025-04-07 11:43 AM,"Sargatanas, Gilgamesh, Cactuar"
Mythrite Nugget,3,2025-04-07 11:42 AM,"Goblin, Cactuar, Ultros"
Neon Street Cargo Trousers,3,2025-04-07 11:43 AM,"Mateus, Zalera, Ultros"
Night Vinegar,3,2025-04-07 11:37 AM,"Zalera, Gilgamesh, Behemoth"
Ornate Ceremonial Corselet of Fending,3,2025-04-07 11:42 AM,"Balmung, Adamantoise, Famfrit"
Ornate Ceremonial Tunic of Healing,3,2025-04-07 11:44 AM,"Diabolos, Mateus, Jenova"
Ovibos Milk,3,2025-04-07 11:42 AM,"Lamia, Midgardsormr, Hyperion"
Paes de Queijo,3,2025-04-07 11:40 AM,"Lamia, Behemoth, Exodus"
Patchwork Sofa,3,2025-04-07 11:43 AM,"Zalera, Siren, Hyperion"
Phaethon Horn,3,2025-04-07 11:41 AM,"Zalera, Lamia, Leviathan"
Piety Materia IX,3,2025-04-07 11:41 AM,"Brynhildr, Mateus, Hyperion"
Piety Materia VIII,3,2025-04-07 11:42 AM,"Balmung, Faerie, Cactuar"
Quick-hardening Sealant,3,2025-04-07 11:43 AM,"Goblin, Mateus, Midgardsormr"
Rail-and-stile Partition,3,2025-04-07 11:40 AM,"Diabolos, Goblin, Famfrit"
Rakshasa Ring of Casting,3,2025-04-07 11:40 AM,"Sargatanas, Faerie, Siren"
Ramie Cloth,3,2025-04-07 11:42 AM,"Excalibur, Midgardsormr, Hyperion"
Raw Ametrine,3,2025-04-07 11:44 AM,"Mateus, Excalibur, Leviathan"
Rose Gold Ingot,3,2025-04-07 11:41 AM,"Mateus, Behemoth, Hyperion"
Roses of May (Dawntrail) Orchestrion Roll,3,2025-04-07 11:44 AM,"Zalera, Hyperion, Jenova"
Royal Maple Sap,3,2025-04-07 11:42 AM,"Diabolos, Mateus, Behemoth"
Royal Maple Syrup,3,2025-04-07 11:42 AM,"Diabolos, Goblin, Gilgamesh"
Rroneek Horn,3,2025-04-07 11:41 AM,"Balmung, Leviathan, Cactuar"
Ruby Red Dye,3,2025-04-07 11:44 AM,"Balmung, Malboro, Mateus"
Ruthenium Ore,3,2025-04-07 11:43 AM,"Mateus, Excalibur, Midgardsormr"
Rutilated Quartz,3,2025-04-07 11:41 AM,"Malboro, Siren, Hyperion"
Sabotender de la Luna Whistle,3,2025-04-07 11:44 AM,"Zalera, Leviathan, Jenova"
Saiga Leather,3,2025-04-07 11:44 AM,"Brynhildr, Balmung, Zalera"
Savage Aim Materia IX,3,2025-04-07 11:42 AM,"Brynhildr, Goblin, Sargatanas"
Savage Might Materia VII,3,2025-04-07 11:40 AM,"Balmung, Faerie, Cactuar"
Savage Might Materia VIII,3,2025-04-07 11:39 AM,"Balmung, Zalera, Sargatanas"
Savage Might Materia X,3,2025-04-07 11:42 AM,"Brynhildr, Goblin, Sargatanas"
Seacloth,3,2025-04-07 11:40 AM,"Balmung, Lamia, Cactuar"
Silver Ingot,3,2025-04-07 11:44 AM,"Midgardsormr, Sargatanas, Cactuar"
Silver Lobo Hide,3,2025-04-07 11:43 AM,"Mateus, Leviathan, Cactuar"
Silver Ore,3,2025-04-07 11:40 AM,"Mateus, Excalibur, Sargatanas"
Simple Sink,3,2025-04-07 11:44 AM,"Malboro, Gilgamesh, Siren"
Slithersand,3,2025-04-07 11:41 AM,"Zalera, Lamia, Famfrit"
Snow White Dye,3,2025-04-07 11:38 AM,"Coeurl, Lamia, Sargatanas"
Sunset Orchestrion Roll,3,2025-04-07 11:45 AM,"Brynhildr, Mateus, Hyperion"
The Faces We Wear - Coeurl Eyeglasses,3,2025-04-07 11:42 AM,"Brynhildr, Leviathan, Cactuar"
Tiled Carpeting,3,2025-04-07 11:37 AM,"Leviathan, Faerie, Cactuar"
Timeworn Gliderskin Map,3,2025-04-07 11:37 AM,"Zalera, Excalibur, Hyperion"
Tiny Echevore,3,2025-04-07 11:42 AM,"Brynhildr, Goblin, Sargatanas"
Turali Alumen,3,2025-04-07 11:45 AM,"Excalibur, Sargatanas, Exodus"
Turali Bicolor Gemstone Voucher,3,2025-04-07 11:40 AM,"Balmung, Coeurl, Ultros"
Twilight Gemstone,3,2025-04-07 11:43 AM,"Balmung, Faerie, Siren"
Ty'aitya Whistle,3,2025-04-07 11:42 AM,"Balmung, Leviathan, Ultros"
Ty'aitya Wingblade,3,2025-04-07 11:45 AM,"Zalera, Sargatanas, Siren"
Underground Spring Water,3,2025-04-07 11:40 AM,"Diabolos, Hyperion, Jenova"
Ut'ohmu Chili Sauce,3,2025-04-07 11:41 AM,"Midgardsormr, Gilgamesh, Sargatanas"
Vertical Neon Wall Light,3,2025-04-07 11:44 AM,"Sargatanas, Adamantoise, Leviathan"
White Gold Ore,3,2025-04-07 11:44 AM,"Goblin, Cactuar, Hyperion"
White Pepper,3,2025-04-07 11:44 AM,"Diabolos, Mateus, Exodus"
Wind-up Elvaan,3,2025-04-07 11:43 AM,"Brynhildr, Sargatanas, Siren"
Wintertide Blouson,3,2025-04-07 11:44 AM,"Coeurl, Adamantoise, Jenova"
Wood-fired Range,3,2025-04-07 11:39 AM,"Lamia, Siren, Hyperion"
Wooden Staircase Bookshelf,3,2025-04-07 11:40 AM,"Balmung, Faerie, Ultros"
Acacia Lumber,2,2025-04-07 11:44 AM,"Diabolos, Cactuar"
Ala Mhigan Salt Crystal,2,2025-04-07 11:41 AM,"Mateus, Faerie"
Albino Karakul Horn,2,2025-04-07 11:40 AM,"Adamantoise, Leviathan"
Alkonost Whistle,2,2025-04-07 11:44 AM,"Leviathan, Jenova"
Allagan Bronze Piece,2,2025-04-07 11:43 AM,"Midgardsormr, Gilgamesh"
Allagan Silver Piece,2,2025-04-07 11:43 AM,"Midgardsormr, Gilgamesh"
Allagan Tomestone of Frivolity,2,2025-04-07 11:43 AM,"Brynhildr, Ultros"
Amphiptere Leather,2,2025-04-07 11:42 AM,"Leviathan, Famfrit"
Animal Fat,2,2025-04-07 11:41 AM,"Goblin, Mateus"
Antidote,2,2025-04-07 11:39 AM,"Sargatanas, Behemoth"
Approved Grade 4 Artisanal Skybuilders' Log,2,2025-04-07 11:45 AM,"Gilgamesh, Exodus"
Approved Grade 4 Artisanal Skybuilders' Prismstone,2,2025-04-07 11:45 AM,"Malboro, Gilgamesh"
Approved Grade 4 Artisanal Skybuilders' Raspberry,2,2025-04-07 11:44 AM,"Gilgamesh, Leviathan"
Approved Grade 4 Artisanal Skybuilders' Spring Water,2,2025-04-07 11:44 AM,"Gilgamesh, Exodus"
Approved Grade 4 Skybuilders' Bluespirit Ore,2,2025-04-07 11:43 AM,"Midgardsormr, Exodus"
Approved Grade 4 Skybuilders' Gold Ore,2,2025-04-07 11:44 AM,"Leviathan, Exodus"
Approved Grade 4 Skybuilders' Gold Sand,2,2025-04-07 11:44 AM,"Famfrit, Exodus"
Approved Grade 4 Skybuilders' Hemp,2,2025-04-07 11:43 AM,"Zalera, Exodus"
Approved Grade 4 Skybuilders' Iron Ore,2,2025-04-07 11:42 AM,"Zalera, Faerie"
Approved Grade 4 Skybuilders' Ore,2,2025-04-07 11:41 AM,"Faerie, Famfrit"
Approved Grade 4 Skybuilders' Primordial Resin,2,2025-04-07 11:44 AM,"Malboro, Exodus"
Approved Grade 4 Skybuilders' Rock Salt,2,2025-04-07 11:44 AM,"Zalera, Exodus"
Approved Grade 4 Skybuilders' Wheat,2,2025-04-07 11:44 AM,"Leviathan, Exodus"
Aqueous Whetstone,2,2025-04-07 11:44 AM,"Malboro, Hyperion"
Archaeornis Skin,2,2025-04-07 11:40 AM,"Malboro, Zalera"
Archeo Kingdom Hood of Casting,2,2025-04-07 11:42 AM,"Sargatanas, Faerie"
