Item Name,Count,Last Updated,Worlds
Island Adenium Whistle,4,2025-05-07 07:32 AM,"Excalibur, Faerie, Jenova, Siren"
Kumbhira Leather,4,2025-05-07 07:37 AM,"Zalera, Faerie, Siren, Cactuar"
Lar Ingot,4,2025-05-07 07:36 AM,"Brynhildr, Balmung, Zalera, Famfrit"
Lar Ore,4,2025-05-07 07:35 AM,"Leviathan, Cactuar, Sargatanas, Ultros"
Magnesia Powder,4,2025-05-07 07:31 AM,"Brynhildr, Zalera, Gilgamesh, Excalibur"
Mythbrine Aethersand,4,2025-05-07 07:29 AM,"Balmung, Diabolos, Faerie, Ultros"
Mythril Ingot,4,2025-05-07 07:34 AM,"Coeurl, Behemoth, Ultros, Famfrit"
Neo Abrasive,4,2025-05-07 07:34 AM,"Brynhildr, Midgardsormr, Jenova, Hyperion"
Octahedrite,4,2025-05-07 07:32 AM,"Zalera, Adamantoise, Jenova, Ultros"
Pearl Grass,4,2025-05-07 07:32 AM,"Malboro, Mateus, Zalera, Gilgamesh"
Peerless Orchestrion Roll,4,2025-05-07 07:30 AM,"Coeurl, Gilgamesh, Cactuar, Sargatanas"
Pewter Ingot,4,2025-05-07 07:29 AM,"Malboro, Zalera, Leviathan, Behemoth"
Potsworn's Abrasive,4,2025-05-07 07:36 AM,"Brynhildr, Balmung, Mateus, Adamantoise"
Quickarm Materia XII,4,2025-05-07 07:34 AM,"Balmung, Goblin, Gilgamesh, Exodus"
Rroneek Steak,4,2025-05-07 07:29 AM,"Goblin, Malboro, Gilgamesh, Famfrit"
Ruby Red Dye,4,2025-05-07 07:35 AM,"Adamantoise, Cactuar, Ultros, Famfrit"
Ruthenium Ingot,4,2025-05-07 07:36 AM,"Malboro, Zalera, Faerie, Excalibur"
Saiga Leather,4,2025-05-07 07:30 AM,"Balmung, Coeurl, Goblin, Malboro"
Savage Aim Materia II,4,2025-05-07 07:37 AM,"Coeurl, Famfrit, Excalibur, Sargatanas"
Sea Swallow Leather,4,2025-05-07 07:34 AM,"Malboro, Exodus, Cactuar, Sargatanas"
Silver Lobo Hide,4,2025-05-07 07:31 AM,"Goblin, Zalera, Gilgamesh, Jenova"
Silver Lobo Leather,4,2025-05-07 07:34 AM,"Brynhildr, Zalera, Faerie, Excalibur"
Solstice Ingot,4,2025-05-07 07:35 AM,"Balmung, Goblin, Famfrit, Excalibur"
Soot Black Dye,4,2025-05-07 07:32 AM,"Brynhildr, Goblin, Gilgamesh, Adamantoise"
Spring Meadow Partition,4,2025-05-07 07:36 AM,"Mateus, Adamantoise, Behemoth, Cactuar"
Timeworn Ophiotauroskin Map,4,2025-05-07 07:36 AM,"Diabolos, Mateus, Faerie, Sargatanas"
Titanium Ingot,4,2025-05-07 07:36 AM,"Brynhildr, Goblin, Gilgamesh, Lamia"
Turali Bicolor Gemstone Voucher,4,2025-05-07 07:33 AM,"Balmung, Mateus, Gilgamesh, Midgardsormr"
Undyed Felt,4,2025-05-07 07:34 AM,"Mateus, Behemoth, Hyperion, Famfrit"
Wall Cabinet,4,2025-05-07 07:29 AM,"Faerie, Behemoth, Cactuar, Exodus"
Wolf Fang,4,2025-05-07 07:24 AM,"Mateus, Leviathan, Excalibur, Sargatanas"
AR-Caean Cotton Boll,3,2025-05-07 07:36 AM,"Diabolos, Zalera, Cactuar"
AR-Caean Velvet,3,2025-05-07 07:26 AM,"Brynhildr, Coeurl, Zalera"
Adamantite Ore,3,2025-05-07 07:30 AM,"Midgardsormr, Exodus, Famfrit"
Alexandrian Axe Beak Wing,3,2025-05-07 07:31 AM,"Brynhildr, Malboro, Midgardsormr"
Alexandrian Ore,3,2025-05-07 07:36 AM,"Malboro, Mateus, Gilgamesh"
Alexandrian Plate,3,2025-05-07 07:31 AM,"Coeurl, Diabolos, Gilgamesh"
Alpaca Fillet,3,2025-05-07 07:34 AM,"Malboro, Hyperion, Excalibur"
Ambrosial Water,3,2025-05-07 07:32 AM,"Mateus, Gilgamesh, Siren"
Antique Rug,3,2025-05-07 07:36 AM,"Midgardsormr, Adamantoise, Jenova"
Approved Grade 4 Artisanal Skybuilders' Log,3,2025-05-07 07:30 AM,"Brynhildr, Leviathan, Behemoth"
Approved Grade 4 Skybuilders' Bluespirit Ore,3,2025-05-07 07:28 AM,"Brynhildr, Balmung, Exodus"
Approved Grade 4 Skybuilders' Umbral Flarerock,3,2025-05-07 07:34 AM,"Brynhildr, Behemoth, Famfrit"
Archaeornis Leather,3,2025-05-07 07:28 AM,"Brynhildr, Adamantoise, Jenova"
Archeo Kingdom Hood of Striking,3,2025-05-07 07:37 AM,"Lamia, Faerie, Adamantoise"
Ballroom Etiquette - Intelligent Impressions,3,2025-05-07 07:26 AM,"Brynhildr, Mateus, Leviathan"
Birch Lumber,3,2025-05-07 07:36 AM,"Brynhildr, Midgardsormr, Famfrit"
Black Star Earrings of Crafting,3,2025-05-07 07:35 AM,"Goblin, Siren, Hyperion"
Blacklip Oyster,3,2025-05-07 07:26 AM,"Malboro, Mateus, Behemoth"
Bloodhempen Yarn,3,2025-05-07 07:35 AM,"Brynhildr, Balmung, Goblin"
Blue Cloud Coral,3,2025-05-07 07:28 AM,"Balmung, Coeurl, Mateus"
Blue Moon Phasmascape,3,2025-05-07 07:36 AM,"Diabolos, Gilgamesh, Leviathan"
Bouncer's Dress Shoes,3,2025-05-07 07:22 AM,"Balmung, Mateus, Hyperion"
Bouncer's Holster Slacks,3,2025-05-07 07:19 AM,"Malboro, Mateus, Jenova"
Broccoli,3,2025-05-07 07:31 AM,"Brynhildr, Gilgamesh, Jenova"
Calfskin Rider's Jacket,3,2025-05-07 07:20 AM,"Gilgamesh, Jenova, Behemoth"
Cawl Cennin,3,2025-05-07 07:21 AM,"Hyperion, Excalibur, Ultros"
Ceremonial Armguards of Aiming,3,2025-05-07 07:35 AM,"Goblin, Siren, Famfrit"
Ceremonial Bangle of Aiming,3,2025-05-07 07:35 AM,"Diabolos, Siren, Famfrit"
Ceremonial Bangle of Casting,3,2025-05-07 07:35 AM,"Diabolos, Siren, Famfrit"
Ceremonial Bangle of Fending,3,2025-05-07 07:34 AM,"Siren, Famfrit, Ultros"
Ceremonial Chakrams,3,2025-05-07 07:33 AM,"Gilgamesh, Siren, Famfrit"
Ceremonial Claymore,3,2025-05-07 07:33 AM,"Mateus, Siren, Famfrit"
Ceremonial Couse,3,2025-05-07 07:34 AM,"Diabolos, Siren, Famfrit"
Ceremonial Crakows of Aiming,3,2025-05-07 07:35 AM,"Goblin, Siren, Famfrit"
Ceremonial Culottes of Aiming,3,2025-05-07 07:33 AM,"Goblin, Siren, Famfrit"
Ceremonial Culottes of Striking,3,2025-05-07 07:35 AM,"Jenova, Famfrit, Siren"
Ceremonial Earring of Aiming,3,2025-05-07 07:34 AM,"Diabolos, Siren, Famfrit"
Ceremonial Earring of Slaying,3,2025-05-07 07:33 AM,"Jenova, Famfrit, Siren"
Ceremonial Flat Brush,3,2025-05-07 07:32 AM,"Coeurl, Siren, Famfrit"
Ceremonial Longcap of Aiming,3,2025-05-07 07:32 AM,"Mateus, Siren, Famfrit"
Ceremonial Necklace of Fending,3,2025-05-07 07:34 AM,"Siren, Famfrit, Ultros"
Ceremonial Necklace of Slaying,3,2025-05-07 07:32 AM,"Jenova, Famfrit, Siren"
Ceremonial Ring of Casting,3,2025-05-07 07:32 AM,"Diabolos, Siren, Famfrit"
Ceremonial Ring of Fending,3,2025-05-07 07:33 AM,"Siren, Famfrit, Ultros"
Ceremonial Shamshir,3,2025-05-07 07:33 AM,"Midgardsormr, Behemoth, Famfrit"
Ceremonial Shortbow,3,2025-05-07 07:34 AM,"Goblin, Siren, Famfrit"
Ceremonial Vambraces of Fending,3,2025-05-07 07:33 AM,"Siren, Famfrit, Ultros"
Ceremonial Vest of Aiming,3,2025-05-07 07:33 AM,"Diabolos, Siren, Famfrit"
Ceremonial Vest of Scouting,3,2025-05-07 07:32 AM,"Mateus, Siren, Famfrit"
Classical Cavalry Bow,3,2025-05-07 07:37 AM,"Zalera, Faerie, Jenova"
Classical Daggers,3,2025-05-07 07:35 AM,"Lamia, Midgardsormr, Leviathan"
Cobalt Ingot,3,2025-05-07 07:10 AM,"Gilgamesh, Jenova, Hyperion"
Coke,3,2025-05-07 07:22 AM,"Balmung, Zalera, Hyperion"
Combed Wool Rug,3,2025-05-07 07:30 AM,"Malboro, Exodus, Ultros"
Commanding Craftsman's Tisane,3,2025-05-07 07:29 AM,"Mateus, Zalera, Jenova"
Construct VI-S Core,3,2025-05-07 07:36 AM,"Adamantoise, Jenova, Sargatanas"
Craftsman's Command Materia VII,3,2025-05-07 07:27 AM,"Balmung, Jenova, Behemoth"
Craftsman's Cunning Materia IV,3,2025-05-07 07:34 AM,"Coeurl, Midgardsormr, Cactuar"
Crawler Cocoon,3,2025-05-07 07:28 AM,"Balmung, Adamantoise, Behemoth"
Cryptomeria Log,3,2025-05-07 07:30 AM,"Faerie, Siren, Excalibur"
Dais of Darkness,3,2025-05-07 07:34 AM,"Balmung, Coeurl, Jenova"
Dark Chestnut Lumber,3,2025-05-07 07:29 AM,"Faerie, Jenova, Behemoth"
Deepeye Tears,3,2025-05-07 07:28 AM,"Balmung, Coeurl, Midgardsormr"
Deinonychus Horn,3,2025-05-07 07:18 AM,"Gilgamesh, Leviathan, Jenova"
Dew Thread,3,2025-05-07 07:31 AM,"Coeurl, Malboro, Excalibur"
Diamond Tear,3,2025-05-07 07:34 AM,"Exodus, Cactuar, Excalibur"
Diatryma Pelt,3,2025-05-07 07:29 AM,"Goblin, Midgardsormr, Hyperion"
Duskcourt Cloth,3,2025-05-07 07:30 AM,"Adamantoise, Jenova, Exodus"
Dwarven Mythril Nugget,3,2025-05-07 07:22 AM,"Coeurl, Diabolos, Goblin"
Effervescent Water,3,2025-05-07 07:11 AM,"Mateus, Behemoth, Ultros"
Eggeater Horn,3,2025-05-07 07:35 AM,"Coeurl, Jenova, Behemoth"
Eternal Barding,3,2025-05-07 07:32 AM,"Leviathan, Adamantoise, Behemoth"
Everseeker's Awl,3,2025-05-07 07:36 AM,"Diabolos, Gilgamesh, Famfrit"
Everseeker's Culinary Knife,3,2025-05-07 07:36 AM,"Diabolos, Siren, Famfrit"
Everseeker's Garden Scythe,3,2025-05-07 07:36 AM,"Jenova, Famfrit, Siren"
Everseeker's Grinding Wheel,3,2025-05-07 07:37 AM,"Diabolos, Siren, Famfrit"
Everseeker's Kecks of Gathering,3,2025-05-07 07:32 AM,"Zalera, Siren, Famfrit"
Everseeker's Sledgehammer,3,2025-05-07 07:36 AM,"Zalera, Siren, Famfrit"
Ferberite,3,2025-05-07 07:28 AM,"Balmung, Midgardsormr, Adamantoise"
Field of Hope Rug,3,2025-05-07 07:33 AM,"Malboro, Adamantoise, Behemoth"
Fire Shard,3,2025-05-07 07:35 AM,"Gilgamesh, Adamantoise, Sargatanas"
Gaja Leather,3,2025-05-07 07:25 AM,"Goblin, Faerie, Exodus"
Gatherer's Grasp Materia VIII,3,2025-05-07 07:30 AM,"Midgardsormr, Jenova, Leviathan"
Gatherer's Guerdon Materia IX,3,2025-05-07 07:28 AM,"Brynhildr, Zalera, Midgardsormr"
Gatherer's Guile Materia VI,3,2025-05-07 07:37 AM,"Midgardsormr, Exodus, Leviathan"
Gatherer's Guile Materia X,3,2025-05-07 07:29 AM,"Zalera, Gilgamesh, Midgardsormr"
General-purpose Dark Brown Dye,3,2025-05-07 07:18 AM,"Goblin, Behemoth, Hyperion"
General-purpose Metallic Purple Dye,3,2025-05-07 07:27 AM,"Gilgamesh, Adamantoise, Behemoth"
General-purpose Metallic Sky Blue Dye,3,2025-05-07 07:27 AM,"Coeurl, Diabolos, Behemoth"
General-purpose Pastel Blue Dye,3,2025-05-07 07:35 AM,"Jenova, Behemoth, Ultros"
Giant Popoto,3,2025-05-07 07:34 AM,"Jenova, Cactuar, Siren"
Grade 1 Dexterity Dissolvent,3,2025-05-07 07:26 AM,"Diabolos, Zalera, Ultros"
Grade 1 Gemdraught of Strength,3,2025-05-07 07:30 AM,"Balmung, Mateus, Jenova"
Gripgel,3,2025-05-07 07:30 AM,"Coeurl, Excalibur, Ultros"
Growth Formula Kappa,3,2025-05-07 07:37 AM,"Zalera, Cactuar, Ultros"
Gunmetal Black Dye,3,2025-05-07 07:36 AM,"Diabolos, Malboro, Hyperion"
Hardsilver Sand,3,2025-05-07 07:30 AM,"Siren, Ultros, Exodus"
Harmonite Ore,3,2025-05-07 07:33 AM,"Malboro, Gilgamesh, Adamantoise"
Ihuykanite,3,2025-05-07 07:32 AM,"Zalera, Midgardsormr, Behemoth"
Iron Ingot,3,2025-05-07 07:29 AM,"Coeurl, Goblin, Behemoth"
Ishgardian Steel Ingot,3,2025-05-07 07:28 AM,"Gilgamesh, Faerie, Excalibur"
Jute Yarn,3,2025-05-07 07:33 AM,"Goblin, Mateus, Hyperion"
Korpokkur Kid,3,2025-05-07 07:30 AM,"Malboro, Gilgamesh, Faerie"
Kozama'uka Chamomile,3,2025-05-07 07:31 AM,"Zalera, Jenova, Sargatanas"
Lightning Crystal,3,2025-05-07 07:36 AM,"Goblin, Adamantoise, Sargatanas"
Lime Sulphur,3,2025-05-07 07:25 AM,"Brynhildr, Leviathan, Famfrit"
Low Bookshelf,3,2025-05-07 07:34 AM,"Balmung, Famfrit, Hyperion"
Matching Cushions,3,2025-05-07 07:35 AM,"Midgardsormr, Cactuar, Ultros"
Megalania Leather,3,2025-05-07 07:37 AM,"Jenova, Cactuar, Excalibur"
Modern Aesthetics - It Takes Two,3,2025-05-07 07:33 AM,"Goblin, Zalera, Gilgamesh"
Moth Scales,3,2025-05-07 07:35 AM,"Mateus, Cactuar, Ultros"
Mountain Salt,3,2025-05-07 07:29 AM,"Coeurl, Zalera, Sargatanas"
Mythrite Sand,3,2025-05-07 07:33 AM,"Coeurl, Diabolos, Jenova"
Mythroot Aethersand,3,2025-05-07 07:34 AM,"Diabolos, Adamantoise, Jenova"
Nature's Bounty Orchestrion Roll,3,2025-05-07 07:33 AM,"Gilgamesh, Cactuar, Sargatanas"
Not Afraid Orchestrion Roll,3,2025-05-07 07:30 AM,"Coeurl, Mateus, Gilgamesh"
Oak Lumber,3,2025-05-07 07:34 AM,"Coeurl, Behemoth, Hyperion"
Octahedrite Nugget,3,2025-05-07 07:29 AM,"Diabolos, Jenova, Excalibur"
Onyx,3,2025-05-07 07:20 AM,"Brynhildr, Goblin, Behemoth"
Ophiotauros Leather,3,2025-05-07 07:29 AM,"Brynhildr, Goblin, Zalera"
Oroshigane Ingot,3,2025-05-07 07:18 AM,"Balmung, Behemoth, Excalibur"
Palm Ear Cuffs of Aiming,3,2025-05-07 07:24 AM,"Diabolos, Malboro, Faerie"
Palm Sugar,3,2025-05-07 07:27 AM,"Coeurl, Adamantoise, Excalibur"
Phrygian Gold Ore,3,2025-05-07 07:35 AM,"Zalera, Leviathan, Cactuar"
Prismatic Ingot,3,2025-05-07 07:35 AM,"Coeurl, Jenova, Cactuar"
Purussaurus Skin,3,2025-05-07 07:29 AM,"Lamia, Adamantoise, Hyperion"
Quetzal,3,2025-05-07 07:31 AM,"Gilgamesh, Faerie, Jenova"
Raw Black Star,3,2025-05-07 07:29 AM,"Malboro, Gilgamesh, Jenova"
Red Pine Lumber,3,2025-05-07 07:30 AM,"Siren, Excalibur, Ultros"
Rhodium Ingot,3,2025-05-07 07:34 AM,"Brynhildr, Coeurl, Lamia"
Ride the Rhythm Orchestrion Roll,3,2025-05-07 07:30 AM,"Coeurl, Gilgamesh, Sargatanas"
Rinascita Spear,3,2025-05-07 07:35 AM,"Gilgamesh, Faerie, Lamia"
Roses of May (Dawntrail) Orchestrion Roll,3,2025-05-07 07:30 AM,"Malboro, Gilgamesh, Sargatanas"
Sarcenet Cloth,3,2025-05-07 07:34 AM,"Zalera, Gilgamesh, Cactuar"
Savage Aim Materia I,3,2025-05-07 07:37 AM,"Goblin, Famfrit, Excalibur"
Star Quartz,3,2025-05-07 07:25 AM,"Brynhildr, Coeurl, Jenova"
Stargazing Deck,3,2025-05-07 07:22 AM,"Balmung, Behemoth, Hyperion"
Stonegold Nugget,3,2025-05-07 07:27 AM,"Diabolos, Behemoth, Hyperion"
Straw,3,2025-05-07 07:27 AM,"Diabolos, Jenova, Siren"
Stuffed Bom Boko,3,2025-05-07 07:30 AM,"Mateus, Zalera, Cactuar"
Sweet Maple Mate,3,2025-05-07 07:37 AM,"Brynhildr, Balmung, Malboro"
The Faces We Wear - Tinted Goggles,3,2025-05-07 07:36 AM,"Coeurl, Gilgamesh, Jenova"
Timeworn Zonureskin Map,3,2025-05-07 07:32 AM,"Faerie, Hyperion, Leviathan"
Toy Showcase,3,2025-05-07 07:35 AM,"Faerie, Behemoth, Famfrit"
Vertical Neon Wall Light,3,2025-05-07 07:29 AM,"Brynhildr, Goblin, Excalibur"
Waterproof Cotton Cloth,3,2025-05-07 07:31 AM,"Leviathan, Behemoth, Famfrit"
Wood Slat Partition,3,2025-05-07 07:36 AM,"Jenova, Behemoth, Famfrit"
Acacia Bark,2,2025-05-07 07:30 AM,"Malboro, Zalera"
Acacia Lumber,2,2025-05-07 07:25 AM,"Malboro, Jenova"
Adamantite Lorica of Fending,2,2025-05-07 07:31 AM,"Leviathan, Adamantoise"
Adamantite Nugget,2,2025-05-07 07:28 AM,"Behemoth, Famfrit"
Ahriman Wing,2,2025-05-07 07:29 AM,"Goblin, Midgardsormr"
Air-wheeler M9,2,2025-05-07 07:20 AM,"Brynhildr, Gilgamesh"
Alchemical Abrasive,2,2025-05-07 07:34 AM,"Midgardsormr, Ultros"
Alien Onion,2,2025-05-07 07:34 AM,"Midgardsormr, Cactuar"
Almasty Serge Coat of Healing,2,2025-05-07 07:36 AM,"Gilgamesh, Cactuar"
Amber,2,2025-05-07 07:24 AM,"Exodus, Ultros"
Anatomy of Existence Orchestrion Roll,2,2025-05-07 07:21 AM,"Malboro, Sargatanas"
Annite,2,2025-05-07 07:35 AM,"Leviathan, Cactuar"
Anteater,2,2025-05-07 07:25 AM,"Gilgamesh, Midgardsormr"
Antelope Doe Horn,2,2025-05-07 07:27 AM,"Jenova, Behemoth"
Ao Dai,2,2025-05-07 07:35 AM,"Brynhildr, Adamantoise"
Approved Grade 4 Artisanal Skybuilders' Caiman,2,2025-05-07 07:11 AM,"Brynhildr, Leviathan"
Approved Grade 4 Artisanal Skybuilders' Cocoon,2,2025-05-07 07:32 AM,"Balmung, Leviathan"
Approved Grade 4 Artisanal Skybuilders' Raspberry,2,2025-05-07 07:32 AM,"Brynhildr, Leviathan"
Approved Grade 4 Artisanal Skybuilders' Silex,2,2025-05-07 07:23 AM,"Brynhildr, Exodus"
Approved Grade 4 Skybuilders' Alumen,2,2025-05-07 07:35 AM,"Jenova, Famfrit"
Approved Grade 4 Skybuilders' Finest Rock Salt,2,2025-05-07 07:36 AM,"Brynhildr, Siren"
Approved Grade 4 Skybuilders' Gold Sand,2,2025-05-07 07:36 AM,"Jenova, Famfrit"
Approved Grade 4 Skybuilders' Iron Sand,2,2025-05-07 07:37 AM,"Goblin, Cactuar"
Approved Grade 4 Skybuilders' Mistletoe,2,2025-05-07 07:25 AM,"Diabolos, Jenova"
Approved Grade 4 Skybuilders' Ragstone,2,2025-05-07 07:34 AM,"Jenova, Famfrit"
Approved Grade 4 Skybuilders' Spring Water,2,2025-05-07 07:33 AM,"Jenova, Famfrit"
Approved Grade 4 Skybuilders' Spruce Log,2,2025-05-07 07:19 AM,"Diabolos, Jenova"
Approved Grade 4 Skybuilders' Tea Leaves,2,2025-05-07 07:27 AM,"Faerie, Jenova"
Approved Grade 4 Skybuilders' Tortoise,2,2025-05-07 07:15 AM,"Brynhildr, Behemoth"
Approved Grade 4 Skybuilders' Truespring Water,2,2025-05-07 07:27 AM,"Brynhildr, Exodus"
Approved Grade 4 Skybuilders' Umbral Dirtleaf,2,2025-05-07 07:26 AM,"Brynhildr, Behemoth"
Approved Grade 4 Skybuilders' Vine,2,2025-05-07 07:25 AM,"Diabolos, Jenova"
Approved Grade 4 Skybuilders' Wheat,2,2025-05-07 07:36 AM,"Brynhildr, Siren"
Archaeoskin Jackcoat of Crafting,2,2025-05-07 07:32 AM,"Zalera, Exodus"
Archeo Kingdom Chakrams,2,2025-05-07 07:35 AM,"Lamia, Siren"
Archeo Kingdom Choker of Casting,2,2025-05-07 07:35 AM,"Midgardsormr, Adamantoise"
Archeo Kingdom Earrings of Fending,2,2025-05-07 07:33 AM,"Midgardsormr, Jenova"
Archeo Kingdom Jacket of Striking,2,2025-05-07 07:33 AM,"Faerie, Jenova"
Archeo Kingdom Labrys,2,2025-05-07 07:35 AM,"Lamia, Midgardsormr"
Archeo Kingdom Samurai Blade,2,2025-05-07 07:28 AM,"Coeurl, Excalibur"
Ash Cabinet,2,2025-05-07 07:28 AM,"Midgardsormr, Excalibur"
Atomos Corpulence,2,2025-05-07 07:17 AM,"Balmung, Mateus"
Atrociraptor Leather,2,2025-05-07 07:32 AM,"Cactuar, Hyperion"
Atrociraptorskin Amulet of Healing,2,2025-05-07 07:33 AM,"Leviathan, Adamantoise"
Atrociraptorskin Coat of Casting,2,2025-05-07 07:32 AM,"Leviathan, Hyperion"
Aurum Regis Ingot,2,2025-05-07 07:35 AM,"Brynhildr, Goblin"
Axe of the Demon,2,2025-05-07 07:30 AM,"Famfrit, Sargatanas"
Ballroom Etiquette - Concealing Meals,2,2025-05-07 07:25 AM,"Balmung, Leviathan"
Ballroom Etiquette - Dark Entreaty,2,2025-05-07 07:35 AM,"Exodus, Excalibur"
Barb of the Whorl,2,2025-05-07 07:33 AM,"Balmung, Exodus"
Basilisk Egg,2,2025-05-07 07:24 AM,"Coeurl, Mateus"
Battle Theme from FINAL FANTASY XI Orchestrion Roll,2,2025-05-07 07:35 AM,"Excalibur, Sargatanas"
Battlecraft Demimateria III,2,2025-05-07 07:34 AM,"Leviathan, Sargatanas"
Battledance Materia X,2,2025-05-07 07:36 AM,"Jenova, Cactuar"
Bear Fat,2,2025-05-07 07:37 AM,"Mateus, Midgardsormr"
Beech Log,2,2025-05-07 07:35 AM,"Balmung, Faerie"
Bell Pepper,2,2025-05-07 07:36 AM,"Goblin, Zalera"
Bismuth Ingot,2,2025-05-07 07:25 AM,"Coeurl, Sargatanas"
Bismuth Ore,2,2025-05-07 07:08 AM,"Diabolos, Excalibur"
Black Star Earrings of Gathering,2,2025-05-07 07:36 AM,"Zalera, Siren"
Blank Grade 3 Orchestrion Roll,2,2025-05-07 07:31 AM,"Malboro, Behemoth"
Blood Bouillabaisse,2,2025-05-07 07:26 AM,"Diabolos, Hyperion"
Bluebird,2,2025-05-07 07:36 AM,"Balmung, Goblin"
Boar Hide,2,2025-05-07 07:35 AM,"Zalera, Cactuar"
Boar Leather,2,2025-05-07 07:26 AM,"Coeurl, Behemoth"
Botanist's Wall Frames,2,2025-05-07 07:31 AM,"Brynhildr, Lamia"
Bouncer's Halfgloves,2,2025-05-07 07:26 AM,"Malboro, Hyperion"
Brass Ingot,2,2025-05-07 07:34 AM,"Coeurl, Behemoth"
Bubble Tea,2,2025-05-07 07:31 AM,"Zalera, Sargatanas"
Cactuar Jig,2,2025-05-07 07:21 AM,"Exodus, Sargatanas"
Cactuar Pajama Slippers,2,2025-05-07 07:32 AM,"Gilgamesh, Behemoth"
Calydontis Horn,2,2025-05-07 07:18 AM,"Leviathan, Jenova"
Carpet of Flowers,2,2025-05-07 07:21 AM,"Malboro, Ultros"
Cashmere Poncho,2,2025-05-07 07:32 AM,"Gilgamesh, Ultros"
Cast Stones in Shadow Orchestrion Roll,2,2025-05-07 07:25 AM,"Cactuar, Sargatanas"
Casual Attire Coffer,2,2025-05-07 07:19 AM,"Diabolos, Goblin"
Cedar Lumber,2,2025-05-07 07:32 AM,"Brynhildr, Siren"
Ceiba Lumber,2,2025-05-07 07:23 AM,"Coeurl, Hyperion"
Ceremonial Armguards of Scouting,2,2025-05-07 07:34 AM,"Siren, Famfrit"
Ceremonial Crakows of Scouting,2,2025-05-07 07:31 AM,"Mateus, Famfrit"
Ceremonial Culottes of Scouting,2,2025-05-07 07:35 AM,"Siren, Famfrit"
Ceremonial Hose of Fending,2,2025-05-07 07:35 AM,"Siren, Ultros"
Ceremonial Pelta,2,2025-05-07 07:32 AM,"Diabolos, Midgardsormr"
Ceto's Claw,2,2025-05-07 07:08 AM,"Diabolos, Gilgamesh"
Chimera Mane,2,2025-05-07 07:28 AM,"Coeurl, Adamantoise"
Chivalric Longcoat of Aiming,2,2025-05-07 07:22 AM,"Brynhildr, Malboro"
Chromite Ingot,2,2025-05-07 07:23 AM,"Balmung, Coeurl"
Claro Walnut Necklace of Gathering,2,2025-05-07 07:35 AM,"Zalera, Siren"
Classical Earrings of Healing,2,2025-05-07 07:35 AM,"Malboro, Adamantoise"
Classical Eques's Headgear,2,2025-05-07 07:36 AM,"Adamantoise, Hyperion"
Classical Greatsword,2,2025-05-07 07:35 AM,"Lamia, Exodus"
Classical Ring of Fending,2,2025-05-07 07:36 AM,"Mateus, Lamia"
Clear Demimateria III,2,2025-05-07 07:35 AM,"Brynhildr, Leviathan"
Cloudsail Meuniere,2,2025-05-07 07:25 AM,"Malboro, Gilgamesh"
Cobalt Alloy Ingot,2,2025-05-07 07:36 AM,"Faerie, Famfrit"
Cobalt Chromis,2,2025-05-07 07:23 AM,"Behemoth, Excalibur"
Cobalt Ore,2,2025-05-07 07:15 AM,"Coeurl, Ultros"
Coelacanth-class Bridge,2,2025-05-07 07:25 AM,"Brynhildr, Midgardsormr"
Construct 14 Identification Key,2,2025-05-07 07:04 AM,"Brynhildr, Excalibur"
Copper Ingot,2,2025-05-07 07:13 AM,"Faerie, Behemoth"
Copper Ore,2,2025-05-07 07:26 AM,"Brynhildr, Behemoth"
Corgi,2,2025-05-07 07:35 AM,"Gilgamesh, Hyperion"
Country Swing Seat,2,2025-05-07 07:35 AM,"Adamantoise, Behemoth"
Craftsman's Apron,2,2025-05-07 07:36 AM,"Brynhildr, Zalera"
Craftsman's Command Materia III,2,2025-05-07 07:27 AM,"Gilgamesh, Faerie"
Craftsman's Command Materia IX,2,2025-05-07 07:29 AM,"Faerie, Adamantoise"
Craftsman's Command Materia VIII,2,2025-05-07 07:26 AM,"Midgardsormr, Jenova"
Craftsman's Competence Materia IX,2,2025-05-07 07:30 AM,"Goblin, Malboro"
Craftsman's Competence Materia VII,2,2025-05-07 07:20 AM,"Balmung, Jenova"
Craftsman's Cunning Materia V,2,2025-05-07 07:25 AM,"Gilgamesh, Excalibur"
Craftsman's Cunning Materia VI,2,2025-05-07 07:22 AM,"Goblin, Famfrit"
Craftsman's Cunning Materia VII,2,2025-05-07 07:30 AM,"Balmung, Gilgamesh"
Craftsman's Cunning Materia VIII,2,2025-05-07 07:26 AM,"Midgardsormr, Leviathan"
Cronopio Skin,2,2025-05-07 07:25 AM,"Midgardsormr, Hyperion"
Crystal Glass,2,2025-05-07 07:34 AM,"Siren, Excalibur"
Dancing Wing,2,2025-05-07 07:30 AM,"Malboro, Zalera"
Dark Hemp,2,2025-05-07 07:32 AM,"Malboro, Mateus"
Dark Mahogany Lumber,2,2025-05-07 07:36 AM,"Midgardsormr, Jenova"
Darkhempen Hat,2,2025-05-07 07:14 AM,"Balmung, Leviathan"
Darksteel Ingot,2,2025-05-07 07:25 AM,"Brynhildr, Behemoth"
Darksteel Ore,2,2025-05-07 07:19 AM,"Coeurl, Ultros"
Deinosuchus Skin,2,2025-05-07 07:34 AM,"Faerie, Midgardsormr"
Depths of the Soul Orchestrion Roll,2,2025-05-07 07:22 AM,"Gilgamesh, Sargatanas"
Dhalmel Hide,2,2025-05-07 07:36 AM,"Balmung, Mateus"
Dhalmel Leather,2,2025-05-07 07:36 AM,"Mateus, Adamantoise"
